,Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
119,masquerade mask (Black),['Black'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian1.png'],"['Moe', 'Pietro']"
120,masquerade mask (Red),['Red'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian3.png'],['Pietro']
121,masquerade mask (Purple),['Purple'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian0.png'],['Pietro']
122,masquerade mask (Gold),['Gold'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian5.png'],"['Pietro', 'Rowan']"
123,masquerade mask (Green),['Green'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian4.png'],['Pietro']
124,masquerade mask (Blue),['Blue'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian2.png'],['Pietro']
125,monocle (Silver),['Silver'],No,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle2.png'],['Elise']
126,monocle (Black),['Black'],No,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle0.png'],['Elise']
127,monocle (Gold),['Gold'],No,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle1.png'],['Elise']
128,neon shades (Light blue & pink),['Light blue & pink'],No,1760,440,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNeon0.png'],['Kyle']
129,neon shades (Pink & yellow),['Pink & yellow'],No,1760,440,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNeon2.png'],['Kyle']
130,neon shades (Orange & lime),['Orange & lime'],No,1760,440,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNeon1.png'],['Kyle']
131,neon shades (Lime & purple),['Lime & purple'],No,1760,440,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNeon3.png'],['Kyle']
132,night-vision goggles,[nan],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNightvisionBlack.png'],['Kevin']
133,Nook Inc. eye mask,,No,NFS,2000,Nook Miles Redemption,,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNook0.png,
134,Nook Inc. snorkel (Blue),,No,NFS,2500,Nook Miles Redemption,,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthNook0.png,"['Bill', 'Scoot', 'Bud', 'Rory', 'Octavian', 'Apollo']"
135,nose drip,[nan],No,490,122,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthJokeDripCyan.png'],['Marcie']
136,nose tissue,,No,80,20,Able Sisters,,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthTissue0.png,['Hospital']
137,octagonal glasses (Gray),['Gray'],No,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon0.png'],"['Hippeux', 'Elise']"
138,octagonal glasses (Black),['Black'],No,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon4.png'],"['Hippeux', 'Elise']"
139,octagonal glasses (Green),['Green'],No,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon1.png'],"['Hippeux', 'Elise']"
140,octagonal glasses (Purple),['Purple'],No,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon2.png'],"['Hippeux', 'Elise']"
141,octagonal glasses (Gold),['Gold'],No,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon3.png'],"['Hippeux', 'Elise']"
142,oval glasses (Black),['Black'],No,880,220,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval6.png'],"['Felicity', 'Velma', 'Elise', 'School']"
143,oval glasses (Magenta),['Magenta'],No,880,220,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval4.png'],"['Felicity', 'Velma', 'Elise', 'School']"
144,oval glasses (Orange),['Orange'],No,880,220,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval1.png'],"['Felicity', 'Velma', 'Elise', 'Tasha', 'School']"
145,oval glasses (Mustard),['Mustard'],No,880,220,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval5.png'],"['Felicity', 'Velma', 'Victoria', 'Elise', 'School']"
146,oval glasses (Green),['Green'],No,880,220,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval0.png'],"['Felicity', 'Velma', 'Elise', 'School']"
147,oval glasses (Blue),['Blue'],No,880,220,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval2.png'],"['Felicity', 'Velma', 'Elise', 'School']"
148,oval glasses (Purple),['Purple'],No,880,220,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval3.png'],"['Felicity', 'Velma', 'Elise', 'School']"
149,pacifier (Baby gray),['Baby gray'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier5.png'],"['Carrie', 'Marcie']"
150,pacifier (Baby pink),['Baby pink'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier4.png'],"['Carrie', 'Marcie']"
151,pacifier (Baby purple),['Baby purple'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier0.png'],"['Carrie', 'Marcie']"
152,pacifier (Baby orange),['Baby orange'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier7.png'],"['Carrie', 'Marcie']"
153,pacifier (Baby yellow),['Baby yellow'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier2.png'],"['Carrie', 'Marcie']"
154,pacifier (Baby green),['Baby green'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier3.png'],"['Carrie', 'Marcie']"
155,pacifier (Baby mint),['Baby mint'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier1.png'],"['Carrie', 'Marcie']"
156,pacifier (Baby blue),['Baby blue'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier6.png'],"['Carrie', 'Marcie']"
157,pig nose,[nan],No,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPigPink.png'],['Bangle']
158,pilot shades (Black),['Black'],No,1300,325,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot0.png'],"['Peck', 'Fuchsia', 'Elise', 'Boris', ""O'Hare"", 'Wolfgang']"
159,pilot shades (Gold),['Gold'],No,1300,325,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot1.png'],"['Peck', 'Pudge', 'Fuchsia', 'Elise', 'Boris', ""O'Hare"", 'Wolfgang']"
160,pirate beard,,No,NFS,245,Gullivarrr,,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPirates0.png,
161,pirate eye patch,,No,NFS,70,Gullivarrr,,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPiratespatch0.png,
162,pixel shades (Black),['Black'],No,1320,330,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot3.png'],['Wolfgang']
163,pixel shades (Red),['Red'],No,1320,330,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot0.png'],['Wolfgang']
164,pixel shades (Green),['Green'],No,1320,330,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot1.png'],['Wolfgang']
165,pixel shades (Blue),['Blue'],No,1320,330,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot2.png'],['Wolfgang']
166,pleated mask (White),White,No,140,35,Able Sisters,,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthSurgicalmask0.png,"['Tabby', 'Deena', 'Raddle', 'Hospital']"
167,pleated mask (Blue),Blue,No,140,35,Able Sisters,,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthSurgicalmask1.png,"['Tabby', 'Deena', 'Raddle', 'Hospital']"
168,pleated mask (Pink),Pink,No,140,35,Able Sisters,,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthSurgicalmask2.png,"['Tabby', 'Deena', 'Raddle', 'Hospital']"
169,pleated mask (Cream),Cream,No,140,35,Able Sisters,,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthSurgicalmask3.png,"['Tabby', 'Deena', 'Raddle', 'Hospital']"
170,pleated mask (Black),Black,No,140,35,Able Sisters,,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthSurgicalmask4.png,"['Tabby', 'Deena', 'Raddle', 'Hospital']"
171,pleather mask,[nan],No,770,192,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeatherBlack.png'],['Astrid']
172,post-op patch,[nan],No,490,122,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyepatchWhite.png'],['Hospital']
173,privacy mask,[nan],No,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCrowBlack.png'],['Hospital']
174,reflector,[nan],No,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMirrorGray.png'],"['Raddle', 'Gaston', 'Hospital']"
175,retro shades (Yellow),['Yellow'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro0.png'],"['Purrl', 'Gigi', 'Elise', 'Tasha', 'Audie']"
176,retro shades (Gray),['Gray'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro5.png'],"['Purrl', 'Gigi', 'Elise', 'Audie']"
177,retro shades (Red),['Red'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro2.png'],"['Purrl', 'Gigi', 'Elise', 'Audie']"
178,retro shades (Purple),['Purple'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro3.png'],"['Purrl', 'Gigi', 'Elise', 'Audie']"
179,retro shades (Green),['Green'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro1.png'],"['Purrl', 'Gigi', 'Elise', 'Audie']"
180,retro shades (Blue),['Blue'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro4.png'],"['Purrl', 'Gigi', 'Elise', 'Audie']"
181,rhinestone shades (Red),['Red'],No,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone0.png'],['Elise']
182,rhinestone shades (Purple),['Purple'],No,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone2.png'],['Elise']
183,rhinestone shades (Ochre),['Ochre'],No,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone1.png'],['Elise']
184,rimmed glasses (Gray),['Gray'],No,630,157,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle2.png'],"['Curt', 'Raymond', 'Vladimir', 'Diana', 'Derwin', 'Tucker', 'Elise', 'Doc', 'Ricky', 'Dobie', 'School']"
185,rimmed glasses (Black),['Black'],No,630,157,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle0.png'],"['Curt', 'Vladimir', 'Diana', 'Derwin', 'Tucker', 'Elise', 'Doc', 'Ricky', 'Dobie', 'School']"
186,rimmed glasses (Gold),['Gold'],No,630,157,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle1.png'],"['Curt', 'Vladimir', 'Diana', 'Derwin', 'Tucker', 'Elise', 'Doc', 'Ricky', 'Rowan', 'Dobie', 'School']"
187,rimmed glasses (Purple),['Purple'],No,630,157,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle4.png'],"['Curt', 'Vladimir', 'Diana', 'Derwin', 'Tucker', 'Elise', 'Doc', 'Ricky', 'Dobie', 'School']"
188,rimmed glasses (Brown),['Brown'],No,630,157,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle3.png'],"['Curt', 'Vladimir', 'Diana', 'Derwin', 'Tucker', 'Elise', 'Doc', 'Ricky', 'Dobie', 'School']"
189,round shades (White),['White'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston6.png'],"['Opal', 'Elise', 'Keaton']"
190,round shades (Black),['Black'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston0.png'],"['Opal', 'Elise', 'Keaton']"
191,round shades (Red),['Red'],No,1560,390,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,['https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston5.png'],"['Opal', 'Elise', 'Keaton']"
